source_db2,hg19_chr_start_end,chrom_text,tx_start,tx_end,strand,gene_symbol,ogi_imprinting_Status,ogi_Expressed_Allele,Gene_id,Location,your_input,tax_id,entrez,title,location,chrom,status,type,aliases,database,id_position,id_ensembl,id_assembly,cds_start,cds_end,exon_count,exon_starts,exon_ends,canonical,source
gi,chr10_7200585_7453448,chr10,7200585,7453448,-,SFMBT2,Not_Imprinted,Biallelic,SFMBT2,10p14 AS ,SFMBT2,9606,57713,Scm like with four mbt domains 2,10p14,10,active,protein-coding,"[RGD:1305027, SFMBT2, NM_001029880, Q5VUG0, ENSG00000198879, uc001ijn.2, OTTHUMG00000017630, AB046837, CCDS31138, MIM:615392, MGI:2447794, KIAA1617, HGNC:20256]",EpiMed GENSYM,uc001ijn.2,ENST00000397167,GRCh37,7205731,7423860,21,"[7200585, 7212889, 7213856, 7214456, 7217951, 7230585, 7239509, 7242375, 7244441, 7247776, 7262372, 7269816, 7285519, 7290509, 7318853, 7325865, 7327827, 7409610, 7412242, 7423760, 7453306]","[7205872, 7213018, 7214120, 7214623, 7218127, 7230695, 7239649, 7242446, 7244484, 7247890, 7262499, 7269899, 7285667, 7290611, 7318951, 7326112, 7327916, 7409851, 7412337, 7423911, 7453448]",TRUE,ucsc
added_list_fc,chr4_154701741_154710228,chr4,154701741,154710228,-,SFRP2,,,SFRP2,4q31.3,6423,9606,6423,secreted frizzled related protein 2,4q31.3,4,active,protein-coding,"[MIM:604157, FRP-2, SDF-5, MGI:108078, HGNC:10777, Q96HF1, CCDS34082, AF017986, SFRP2, SARP1, OTTHUMG00000161559, NM_003013, RGD:735163, uc003inv.2, ENSG00000145423]",EpiMed GENUID,uc003inv.1,,GRCh37,154702602,154709987,3,"[154701741, 154707015, 154709485]","[154702907, 154707096, 154710228]",TRUE,ucsc
gi_otago,chr7_94214535_94285521,chr7,94214535,94285521,-,SGCE,Imprinted,Paternal,SGCE,7q21-q22 AS ,SGCE,9606,8910,sarcoglycan epsilon,7q21.3,7,active,protein-coding,"[ENSG00000127990, MIM:604149, uc003unl.3, NM_001099400, RGD:1303201, CCDS75634, O43556, OTTHUMG00000022828, epsilon-SG, SGCE, CCDS5637, AF036364, CCDS87520, CCDS87522, DYT11, ESG, CCDS87523, HGNC:10808, MGI:1329042, CCDS47642, CCDS47643, CCDS87519]",EpiMed GENSYM,uc003unl.2,,GRCh37,94214810,94285410,11,"[94214535, 94218000, 94228086, 94229008, 94229957, 94232601, 94248069, 94252636, 94257513, 94259030, 94285301]","[94214827, 94218044, 94228275, 94229035, 94230169, 94232764, 94248268, 94252709, 94257671, 94259153, 94285521]",TRUE,ucsc
gi_otago,chr20_42193754_42214273,chr20,42193754,42214273,+,SGK2,Imprinted,Paternal,SGK2,20q13,SGK2,9606,10110,serum/glucocorticoid regulated kinase 2,20q13.12,20,active,protein-coding,"[MIM:607589, CCDS13320, OTTHUMG00000033054, CCDS13321, uc002xku.4, HGNC:13900, AF169034, NM_001199264, dJ138B7.2, ENSG00000101049, MGI:1351318, Q9HBY8, H-SGK2, SGK2, RGD:620232]",EpiMed GENSYM,uc002xku.3,,GRCh37,42195135,42213656,13,"[42193754, 42195112, 42195707, 42196304, 42196555, 42198024, 42199256, 42199663, 42200690, 42203548, 42204863, 42208611, 42213491]","[42193926, 42195171, 42195757, 42196362, 42196639, 42198156, 42199369, 42199700, 42200777, 42203644, 42205019, 42208701, 42214273]",TRUE,ucsc
gi,chr21_38071990_38122510,chr21,38071990,38122510,+,SIM2,Predicted,Paternal,SIM2,21q22,SIM2,9606,6493,SIM bHLH transcription factor 2,21q22.13,21,active,protein-coding,"[RGD:1308016, uc002yvr.3, CCDS13646, HGNC:10883, MGC119447, ENSG00000159263, SIM, NM_009586, MGI:98307, bHLHe15, Q14190, OTTHUMG00000086637, MIM:600892, HMC29C01, SIM2, HMC13F06]",EpiMed GENSYM,uc002yvr.2,,GRCh37,38072046,38120393,11,"[38071990, 38081467, 38084832, 38092121, 38095345, 38098419, 38103345, 38114017, 38115687, 38117028, 38119965]","[38072221, 38081550, 38084922, 38092230, 38095431, 38098619, 38103452, 38114165, 38115856, 38117437, 38122510]",TRUE,ucsc
gi_otago,chr11_2920950_2946476,chr11,2920950,2946476,+,SLC22A18,Imprinted,Maternal,SLC22A18,11p15,SLC22A18,9606,5002,solute carrier family 22 member 18,11p15.4,11,active,protein-coding,"[TSSC5, IMPT1, RGD:1303323, ITM, ENSG00000110628, MIM:602631, CCDS81542, BWR1A, ORCTL2, NM_183233, Q96BI1, OTTHUMG00000010037, CCDS7740, AF028738, HGNC:10964, MGI:1336884, SLC22A18, HET, ENSG00000276130, SLC22A1L, p45-BWR1A, uc001lwx.3, BWSCR1A]",EpiMed GENSYM,uc001lwx.3,ENST00000347936,GRCh37,2924575,2946427,11,"[2920950, 2924443, 2929462, 2930425, 2930807, 2937851, 2939217, 2940536, 2943331, 2943665, 2946239]","[2921036, 2924719, 2929560, 2930586, 2930940, 2937970, 2939325, 2940637, 2943433, 2943786, 2946476]",TRUE,ucsc
gi,chr11_2909326_2925175,chr11,2909326,2925175,-,SLC22A18AS,Provisional,Maternal,SLC22A18AS,11p15,SLC22A18AS,9606,5003,solute carrier family 22 member 18 antisense,11p15.4,11,active,protein-coding,"[p27-BWR1B, BWR1B, CCDS81541, Q8N1D0, ORCTL2S, uc057xyv.2, ENSG00000274454, HGNC:10965, SLC22A18AS, ENSG00000254827, NM_007105, OTTHUMG00000010038, BWSCR1B, SLC22A1LS, AF035407, MIM:603240]",EpiMed GENSYM,uc001lwv.4,,GRCh37,2909409,2920931,4,"[2909326, 2920625, 2923813, 2924688]","[2909865, 2921020, 2923939, 2925175]",FALSE,ucsc
gi_otago,chr6_160637793_160679963,chr6,160637793,160679963,-,SLC22A2,Imprinted,Maternal,SLC22A2,6q26 AS ,SLC22A2*,9606,6582,solute carrier family 22 member 2,6q25.3,6,active,protein-coding,"[OTTHUMG00000015950, uc003qtf.4, O15244, SLC22A2, ENSG00000112499, NM_003058, MIM:602608, CCDS5276, MGI:1335072, OCT2, HGNC:10966, RGD:61936, X98333]",NCBI GENE,uc003qtf.3,,GRCh37,160638463,160679789,11,"[160637793, 160645736, 160662505, 160663325, 160664603, 160666470, 160668215, 160670247, 160671579, 160677645, 160679375]","[160638530, 160645836, 160662618, 160663434, 160664818, 160666577, 160668330, 160670416, 160671734, 160677749, 160679963]",TRUE,ucsc
gi_otago,chr6_160769404_160873611,chr6,160769404,160873611,+,SLC22A3,Imprinted,Maternal,SLC22A3,6q26-q27 ,SLC22A3*,9606,6581,solute carrier family 22 member 3,6q25.3,6,active,protein-coding,"[SLC22A3, OTTHUMG00000015953, MIM:604842, uc003qti.5, CCDS5277, O75751, EMT, NM_021977, OCT3, HGNC:10967, AF078749, EMTH, RGD:3701, ENSG00000146477, MGI:1333817]",NCBI GENE,uc003qti.4,,GRCh37,160769451,160872088,11,"[160769404, 160819010, 160828072, 160829784, 160831760, 160857811, 160858028, 160863792, 160864661, 160868750, 160872027]","[160769880, 160819114, 160828227, 160829953, 160831878, 160857909, 160858243, 160863901, 160864774, 160868850, 160873611]",TRUE,ucsc
gi,chr12_58013692_58019934,chr12,58013692,58019934,+,SLC26A10,Predicted,Maternal,SLC26A10,12q13 ,SLC26A10,9606,65012,solute carrier family 26 member 10,12q13.3,12,active,pseudo,"[OTTHUMG00000128505, CCDS8949, RGD:1564851, Q8NG04, HGNC:14470, MGI:2143920, uc001spe.4, SLC26A10, ENSG00000135502, NM_133489]",EpiMed GENSYM,uc001spe.3,,GRCh37,58014003,58019528,14,"[58013692, 58014717, 58015045, 58015472, 58016341, 58016569, 58016806, 58017618, 58017785, 58018648, 58018905, 58019018, 58019192, 58019364]","[58014235, 58014875, 58015210, 58015625, 58016424, 58016717, 58016920, 58017696, 58017881, 58018765, 58018939, 58019113, 58019247, 58019934]",TRUE,ucsc
gi,chr12_47158543_47219780,chr12,47158543,47219780,-,SLC38A4,Unknown,Unknown,SLC38A4,12q13 AS ,SLC38A4,9606,55089,solute carrier family 38 member 4,12q13.11,12,active,protein-coding,"[NM_001143824, PAAT, RGD:621836, ENSG00000139209, HGNC:14679, AF193836, CCDS8750, Q969I6, uc001rpj.2, SNAT4, MGI:1916604, OTTHUMG00000169518, NAT3, MIM:608065, ATA3, SLC38A4]",EpiMed GENSYM,uc001rpj.2,ENST00000447411,GRCh37,47160483,47186854,16,"[47158543, 47162092, 47163066, 47168831, 47170686, 47172071, 47172283, 47173393, 47173562, 47173731, 47178324, 47178886, 47181698, 47182310, 47186735, 47219685]","[47160585, 47162190, 47163211, 47168956, 47170787, 47172151, 47172559, 47173452, 47173645, 47173813, 47178417, 47178960, 47181814, 47182401, 47186966, 47219780]",TRUE,ucsc
gi,chr7_150755298_150773614,chr7,150755298,150773614,+,SLC4A2,Predicted,Maternal,SLC4A2,7q35-q36 ,SLC4A2,9606,6522,solute carrier family 4 member 2,7q36.1,7,active,protein-coding,"[CCDS56521, MIM:109280, RGD:3711, P04920, NBND3, EPB3L1, CCDS56520, SLC4A2, MGI:109351, AE2, NM_003040, HGNC:11028, HKB3, BND3L, uc022apz.2, ENSG00000164889, CCDS5917, OTTHUMG00000158443]",EpiMed GENSYM,uc022apz.1,,GRCh37,150759074,150773454,23,"[150755298, 150759011, 150761288, 150761612, 150761934, 150763603, 150763937, 150764960, 150767033, 150767267, 150767543, 150767813, 150768158, 150768476, 150768775, 150769028, 150771125, 150771485, 150771761, 150772341, 150772692, 150773099, 150773373]","[150756275, 150759125, 150761454, 150761854, 150762053, 150763848, 150764080, 150765141, 150767169, 150767433, 150767658, 150767998, 150768384, 150768692, 150768924, 150769223, 150771380, 150771575, 150771928, 150772595, 150772862, 150773273, 150773614]",TRUE,ucsc
gi,chr14_70346113_70499083,chr14,70346113,70499083,+,SMOC1,Imprinted,Maternal,SMOC1,14q24,SMOC1,9606,64093,SPARC related modular calcium binding 1,14q24.2,14,active,protein-coding,"[OAS, RGD:1303126, OTTHUMG00000171237, CCDS32110, HGNC:20318, ENSG00000198732, AJ249900, CCDS9798, NM_001034852, SMOC1, uc001xls.3, Q9H4F8, MIM:608488, MGI:1929878]",EpiMed GENSYM,uc001xls.2,,GRCh37,70346395,70496975,12,"[70346113, 70418854, 70420136, 70442431, 70444634, 70459133, 70461116, 70477470, 70478201, 70480102, 70489919, 70496961]","[70346494, 70419020, 70420249, 70442531, 70444682, 70459190, 70461197, 70477663, 70478284, 70480208, 70490164, 70499083]",TRUE,ucsc
added_list_fc,chr11_6411643_6416228,chr11,6411643,6416228,+,SMPD1,,,SMPD1,11p15.4,6609,9606,6609,sphingomyelin phosphodiesterase 1,11p15.4,11,active,protein-coding,"[RGD:1549719, AB209775, NPD, NM_000543, MIM:607608, OTTHUMG00000165453, MGI:98325, HGNC:11120, P17405, uc009yew.4, ENSG00000166311, CCDS44531, SMPD1, CCDS31409, ASMASE, ASM]",EpiMed GENUID,uc009yew.3,,GRCh37,6411828,6415837,6,"[6411643, 6412616, 6414445, 6414846, 6415125, 6415427]","[6412146, 6413386, 6414617, 6414923, 6415271, 6416228]",TRUE,ucsc
otago,chr15_25463498_25479764,chr15,25463498,25479764,+,SNHG14,,,SNHG14,15q11.2,SNHG14,9606,104472715,small nucleolar RNA host gene 14,15q11.2,15,active,ncRNA,"[NG_002690, NR_146177, URS0000ABD7E9, LNCAT, HGNC:37462, OTTHUMG00000056661, URS0000A81C5E, NCRNA00214, UBE3AATS, ENSG00000224078, SNHG14, UBE3A-AS, IC-SNURF-SNRPN, MIM:616259, U-UBE3A-ATS, UBE3A-AS1, 115HG, uc001yzw.2, UBE3A-ATS]",EpiMed GENSYM,uc001yzw.1,,GRCh37,25463498,25463498,15,"[25463498, 25467305, 25468205, 25468721, 25470161, 25470675, 25472064, 25473926, 25474440, 25475816, 25476312, 25477346, 25477857, 25479204, 25479721]","[25464119, 25467437, 25468337, 25468765, 25470293, 25470720, 25472196, 25474058, 25474481, 25475928, 25476357, 25477478, 25477902, 25479350, 25479764]",TRUE,ucsc
gi,chr15_25227140_25228937,chr15,25227140,25228937,+,SNORD107,Imprinted,Paternal,SNORD107,15q11,SNORD107,9606,91380,"small nucleolar RNA, C/D box 107",15q11.2,15,active,snoRNA,"[ENSG00000276314, HGNC:32771, AY055806, NR_001293, URS000061A08C, SNORD107, uc001yxb.5, SR0000132, HBII-436]",EpiMed GENSYM,uc001yxb.4,,GRCh37,25227140,25227140,1,[25227140],[25228937],TRUE,ucsc
gi,chr15_25287120_25287187,chr15,25287120,25287187,+,SNORD109A,Imprinted,Paternal,SNORD109A,15q11,SNORD109A,9606,338428,"small nucleolar RNA, C/D box 109A",15q11.2,15,active,snoRNA,"[HGNC:32773, ENSG00000274640, HBII-438A, HBII-438a, NR_001295, SNORD109A, URS000011E0DE, AY055808, SR0000135, uc001yxf.1]",EpiMed GENSYM,uc001yxf.1,ENST00000459128,GRCh37,25287120,25287120,1,[25287120],[25287187],TRUE,ucsc
gi,chr15_25523489_25523556,chr15,25523489,25523556,+,SNORD109B,Imprinted,Paternal,SNORD109B,15q11,SNORD109B,9606,338429,"small nucleolar RNA, C/D box 109B",15q11.2,15,active,snoRNA,"[HGNC:32774, AC100774, NR_001289, SR0000209, HBII-438B, SNORD109B, HBII-438b, uc001zap.1, URS000011E0DE, ENSG00000239169]",EpiMed GENSYM,uc001zap.1,ENST00000458961,GRCh37,25523489,25523489,1,[25523489],[25523556],TRUE,ucsc
gi,chr14_101391157_101391227,chr14,101391157,101391227,+,SNORD113-1,Imprinted,Maternal,SNORD113-1,14q32,SNORD113-1,9606,767561,"small nucleolar RNA, C/D box 113-1",14q32.31,14,active,snoRNA,"[14q(I-1), HGNC:32980, SR0000091, NR_003229.1, SNORD113-1, uc001yii.2, URS0000AA385E, MIM:613650, ENSG00000202191]",EpiMed GENSYM,uc001yii.1,,GRCh37,101391157,101391157,1,[101391157],[101391227],TRUE,ucsc
gi,chr14_101416169_101416240,chr14,101416169,101416240,+,SNORD114-1,Imprinted,Maternal,SNORD114-1,14q32,SNORD114-1,9606,767577,"small nucleolar RNA, C/D box 114-1",14q32.31,14,active,snoRNA,"[ENSG00000199575, 14q(II-1), uc001yir.4, NR_003193.1, HGNC:32989, SNORD114-1, URS000067B8ED, MIM:613651, SR0000100]",EpiMed GENSYM,uc001yir.3,,GRCh37,101416169,101416169,1,[101416169],[101416240],TRUE,ucsc
gi,chr15_25514929_25515005,chr15,25514929,25515005,+,SNORD115-48,Imprinted,Paternal,SNORD115-48,15q11,SNORD115-48,9606,100033822,"small nucleolar RNA, C/D box 115-48",15q11.2,15,active,snoRNA,"[HGNC:33343, HBII-52-48, ENSG00000201634, uc001zao.1, NR_003362.1, SR0000206, SNORD115-48, AF250841, URS0000147674]",EpiMed GENSYM,uc001zao.1,ENST00000364764,GRCh37,25514929,25514929,1,[25514929],[25515005],TRUE,ucsc
gi,chr15_25068793_25223729,chr15,25068793,25223729,+,SNRPN,Imprinted,Paternal,SNRPN,15q11,SNRPN,9606,6638,small nuclear ribonucleoprotein polypeptide N,15q11.2,15,active,protein-coding,"[HCERN3, CCDS10017, RT-LI, SNURF-SNRPN, SNRPN, L80005, MGI:98347, HGNC:11164, sm-N, NM_003097, PWCR, P63162, SMN, OTTHUMG00000129180, SM-D, ENSG00000128739, RGD:621306, MIM:182279, uc001ywp.1, SNRNP-N]",EpiMed GENSYM,uc001ywp.1,ENST00000400100,GRCh37,25219600,25223591,13,"[25068793, 25074944, 25131662, 25165157, 25207260, 25213078, 25219457, 25220504, 25221451, 25222023, 25222924, 25223339, 25223553]","[25068997, 25075052, 25131736, 25165271, 25207356, 25213229, 25219603, 25220656, 25221563, 25222176, 25223063, 25223465, 25223729]",TRUE,ucsc
gi,chr15_25200069_25213976,chr15,25200069,25213976,+,SNURF,Imprinted,Paternal,SNURF,15q12 ,SNURF,9606,8926,SNRPN upstream reading frame,15q11.2,15,active,protein-coding,"[MGI:1891236, uc001ywu.4, RGD:69269, ENSG00000273173, Q9Y675, HGNC:11171, SNURF, NM_005678, CCDS10016, OTTHUMG00000186421]",EpiMed GENSYM,uc001ywu.3,,GRCh37,25200195,25213184,4,"[25200069, 25207260, 25213078, 25213941]","[25200209, 25207356, 25213229, 25213976]",TRUE,ucsc
gi,chr16_1031807_1036979,chr16,1031807,1036979,+,SOX8,Predicted,Paternal,SOX8,16p13,SOX8,9606,30812,SRY-box transcription factor 8,16p13.3,16,active,protein-coding,"[OTTHUMG00000122101, AF164104, MGI:98370, uc002ckn.3, CCDS10428, MIM:605923, ENSG00000005513, HGNC:11203, P57073, NM_014587, SOX8, RGD:1309072]",EpiMed GENSYM,uc002ckn.3,ENST00000293894,GRCh37,1031922,1035386,3,"[1031807, 1033727, 1034700]","[1032344, 1033960, 1036979]",TRUE,ucsc
gi,chr9_84603686_84610171,chr9,84603686,84610171,+,SPATA31D1,Predicted,Maternal,FLJ46321,9q21,FLJ46321,9606,389763,SPATA31 subfamily D member 1,9q21.32,9,active,protein-coding,"[OTTHUMG00000169122, HGNC:37283, NM_001001670, MGI:1921474, RGD:1565972, FLJ46321, Q6ZQQ2, FAM75D1, ENSG00000214929, MGI:1919469, MGI:3045260, uc004amn.3, MGI:3646080, SPATA31D1, CCDS47986]",EpiMed GENALIAS,uc004amn.3,ENST00000344803,GRCh37,84603733,84610116,4,"[84603686, 84604692, 84605331, 84605687]","[84603919, 84604738, 84605401, 84610171]",TRUE,ucsc
added_list_fc,chr5_147443534_147516925,chr5,147443534,147516925,+,SPINK5,,,SPINK5,5q32,11005,9606,11005,serine peptidase inhibitor Kazal type 5,5q32,5,active,protein-coding,"[NS, MGI:1919682, LRG_110, DKFZp686K19184, HGNC:15464, uc003lox.3, NM_001127698, NETS, LETKI, FLJ21544, FLJ97536, CCDS47300, RGD:1306540, CCDS47301, FLJ99794, FLJ97596, ENSG00000133710, SPINK5, LEKTI, OTTHUMG00000134305, CCDS43382, AJ228139, VAKTI, Q9NQ38, MIM:605010]",EpiMed GENUID,uc003lox.2,,GRCh37,147443607,147516554,33,"[147443534, 147444909, 147449885, 147451710, 147465967, 147468104, 147469056, 147470727, 147473916, 147475380, 147477429, 147478796, 147480016, 147480917, 147481343, 147484514, 147486599, 147488315, 147491330, 147492430, 147493924, 147495932, 147497999, 147498548, 147499571, 147499857, 147503395, 147504327, 147505285, 147506545, 147510821, 147513359, 147516545]","[147443662, 147444935, 147450013, 147451783, 147466095, 147468168, 147469184, 147470791, 147474044, 147475468, 147477557, 147478878, 147480144, 147480999, 147481471, 147484563, 147486727, 147488400, 147491458, 147492497, 147494052, 147496029, 147498127, 147498621, 147499699, 147499954, 147503523, 147504400, 147505413, 147506642, 147510952, 147513450, 147516925]",TRUE,ucsc
gi,chr4_1160720_1202750,chr4,1160720,1202750,-,SPON2,Predicted,Paternal,SPON2,4p16,SPON2,9606,10417,spondin 2,4p16.3,4,active,protein-coding,"[SPON2, OTTHUMG00000089002, HGNC:11253, ENSG00000159674, DIL1, AB027466, DIL-1, RGD:708584, MIM:605918, NM_001128325, CCDS3347, Q9BUD6, uc021xkj.2, MINDIN, MGI:1923724, M-SPONDIN]",EpiMed GENSYM,uc021xkj.1,,GRCh37,1161259,1165859,8,"[1160720, 1164189, 1164786, 1165050, 1165639, 1166331, 1173235, 1202363]","[1161444, 1164364, 1164978, 1165274, 1165862, 1166472, 1173329, 1202750]",TRUE,ucsc
added_list_fc,chr20_12989626_13147411,chr20,12989626,13147411,+,SPTLC3,,,SPTLC3,20p12.1,55304,9606,55304,serine palmitoyltransferase long chain base subunit 3,20p12.1,20,active,protein-coding,"[HGNC:16253, dJ718P11.1, SPTLC2L, ENSG00000172296, C20orf38, AL109983, CCDS13115, LCB3, MIM:611120, LCB 3, Q9NUV7, dJ718P11, uc002wod.2, MGI:2444678, RGD:1310030, LCB2B, hLCB2b, SPTLC3, FLJ11112, OTTHUMG00000031899, NM_018327, SPT3, SPT 3]",EpiMed GENUID,uc002wod.1,,GRCh37,12989915,13145514,12,"[12989626, 13029592, 13052903, 13054996, 13071730, 13074130, 13090758, 13098152, 13107237, 13134649, 13140649, 13145400]","[12990032, 13029778, 13053058, 13055145, 13071855, 13074224, 13090864, 13098372, 13107364, 13134785, 13140779, 13147411]",TRUE,ucsc
added_list_fc,chr10_70587293_70655209,chr10,70587293,70655209,+,STOX1,,,STOX1,10q22.1,219736,9606,219736,storkhead box 1,10q22.1,10,active,protein-coding,"[uc001jos.3, AK057891, HGNC:23508, OTTHUMG00000018367, FLJ25162, MGI:2684909, Q6ZVD7, ENSG00000165730, NM_152709, MIM:609397, RGD:1310622, C10orf24, CCDS44416, CCDS44417, STOX1, CCDS41535]",EpiMed GENUID,uc001jos.2,,GRCh37,70587380,70652492,5,"[70587293, 70641713, 70644015, 70652344, 70654997]","[70587690, 70641866, 70646374, 70652529, 70655209]",TRUE,ucsc
added_list_fc,chr5_149737201_149779871,chr5,149737201,149779871,+,TCOF1,,,TCOF1,5q32-q33.1,6949,9606,6949,treacle ribosome biogenesis factor 1,5q32-q33.1,5,active,protein-coding,"[NM_001008656, MFD1, Q13428, TCS, MIM:606847, TCS1, CCDS54936, HGNC:11654, uc003lry.4, CCDS47307, OTTHUMG00000130081, TCOF1, RGD:1309850, MGI:892003, CCDS4306, ENSG00000070814, treacle, CCDS47305, CCDS47306]",EpiMed GENUID,uc003lry.3,,GRCh37,149737309,149778611,27,"[149737201, 149740718, 149743675, 149747406, 149748278, 149749091, 149751568, 149753736, 149754179, 149754516, 149754901, 149755283, 149755644, 149755985, 149758467, 149758791, 149759094, 149767464, 149769449, 149771106, 149771519, 149772270, 149772934, 149775844, 149777916, 149778584, 149779372]","[149737417, 149740774, 149743815, 149747480, 149748465, 149749165, 149751799, 149753949, 149754374, 149754726, 149755117, 149755472, 149755893, 149756183, 149758605, 149758971, 149759295, 149767651, 149769586, 149771220, 149771739, 149772353, 149773115, 149776405, 149778014, 149778633, 149779871]",TRUE,ucsc
gi_otago,chr7_93514708_93520303,chr7,93514708,93520303,-,TFPI2,Imprinted,Maternal,TFPI2,7q22 AS ,TFPI2,9606,7980,tissue factor pathway inhibitor 2,7q21.3,7,active,protein-coding,"[OTTHUMG00000022963, TFPI-2, TFPI2, ENSG00000105825, MGI:108543, CCDS5632, L27624, HGNC:11761, NM_006528, PP5, uc003umy.2, RGD:628629, REF1, MIM:600033, P48307]",EpiMed GENSYM,uc003umy.2,ENST00000222543,GRCh37,93516131,93519990,5,"[93514708, 93516572, 93518346, 93519448, 93519902]","[93516208, 93516743, 93518535, 93519631, 93520303]",TRUE,ucsc
added_list_fc,chr14_76424441_76448092,chr14,76424441,76448092,-,TGFB3,,,TGFB3,14q24.3,7043,9606,7043,transforming growth factor beta 3,14q24.3,14,active,protein-coding,"[ARVD, RGD:3851, OTTHUMG00000171489, MIM:190230, TGFB3, ARVD1, P10600, NM_003239, LRG_399, ENSG00000119699, TGF-beta3, uc001xsc.3, MGI:98727, CCDS9846, HGNC:11769, LDS5, CCDS86415, RNHF]",EpiMed GENUID,uc001xsc.2,,GRCh37,76425529,76447236,7,"[76424441, 76427265, 76429658, 76431930, 76437468, 76437897, 76446884]","[76425688, 76427419, 76429830, 76432038, 76437598, 76438061, 76448092]",TRUE,ucsc
gi,chr11_2185158_2193035,chr11,2185158,2193035,-,TH,Unknown,Unknown,TH,11p15,TH,9606,7054,tyrosine hydroxylase,11p15.5,11,active,protein-coding,"[TYH, RGD:3853, ENSG00000180176, DYT14, CCDS7731, HGNC:11782, CCDS7730, MGI:98735, DYT5b, X05290, CCDS31338, TH, OTTHUMG00000009559, uc001lvr.4, NM_000360, P07101, MIM:191290]",EpiMed GENSYM,uc001lvr.3,,GRCh37,2185462,2193016,13,"[2185158, 2186461, 2186897, 2187231, 2187709, 2187862, 2188116, 2188664, 2189095, 2189320, 2189720, 2190879, 2192926]","[2185622, 2186595, 2186993, 2187288, 2187779, 2187998, 2188262, 2188715, 2189163, 2189409, 2189895, 2191101, 2193035]",TRUE,ucsc
added_list_fc,chr2_43457974_43823185,chr2,43457974,43823185,-,THADA,,,THADA,2p21,63892,9606,63892,THADA armadillo repeat containing,2p21,2,active,protein-coding,"[uc002rsx.4, CCDS62902, MIM:611800, THADA, HGNC:19217, GITA, Q6YHU6, ENSG00000115970, KIAA1767, AY149629, CCDS46268, MGI:3039623, RGD:1560519, OTTHUMG00000152398, ARMC13, NM_022065, CCDS62901, FLJ21877]",EpiMed GENUID,uc002rsx.4,ENST00000405975,GRCh37,43458086,43819531,38,"[43457974, 43459851, 43506903, 43514046, 43518834, 43519242, 43519972, 43547584, 43571260, 43625109, 43655238, 43657351, 43712372, 43725971, 43732760, 43735786, 43755017, 43768297, 43776348, 43778927, 43779342, 43783483, 43787372, 43793836, 43797526, 43798845, 43799952, 43801474, 43804160, 43805651, 43808879, 43813539, 43813840, 43813992, 43817962, 43819090, 43819455, 43823069]","[43458482, 43460021, 43507035, 43514200, 43518907, 43519361, 43520352, 43547679, 43571376, 43625278, 43655370, 43657441, 43712464, 43726094, 43732874, 43735919, 43755127, 43768455, 43776507, 43779064, 43779478, 43783694, 43787524, 43793960, 43797649, 43799001, 43800131, 43802166, 43804381, 43805746, 43809067, 43813588, 43813873, 43814141, 43818093, 43819185, 43819555, 43823185]",TRUE,ucsc
gi,chr2_233412778_233415283,chr2,233412778,233415283,-,TIGD1,Predicted,Paternal,TIGD1,2q37,TIGD1,9606,200765,tigger transposable element derived 1,2q37.1,2,active,protein-coding,"[NM_145702, MIM:612972, Q96MW7, ENSG00000221944, OTTHUMG00000133260, EEYORE, HGNC:14523, TIGD1, uc002vsy.3, CCDS2495]",EpiMed GENSYM,uc002vsy.2,,GRCh37,233412816,233414592,1,[233412778],[233415283],TRUE,ucsc
gi,chr13_114462215_114514899,chr13,114462215,114514899,+,TMEM255B,Predicted,Maternal,TMEM255B,13q34 ,FAM70B,9606,348013,transmembrane protein 255B,13q34,13,active,protein-coding,"[NM_182614, TMEM255B, OTTHUMG00000017398, CCDS45071, MGC20579, uc001vuh.4, MGI:2685533, HGNC:28297, ENSG00000184497, RGD:1566042, BC018995, FAM70B, Q8WV15]",EpiMed GENALIAS,uc001vuh.3,,GRCh37,114462242,114514876,9,"[114462215, 114469087, 114472070, 114498120, 114502311, 114503799, 114504625, 114507857, 114514708]","[114462288, 114469230, 114472133, 114498210, 114502392, 114503885, 114504785, 114508001, 114514899]",TRUE,ucsc
gi,chr1_1849028_1850740,chr1,1849028,1850740,-,TMEM52,Predicted,Paternal,TMEM52,1p36,TMEM52,9606,339456,transmembrane protein 52,1p36.33,1,active,protein-coding,"[HGNC:27916, MGI:1916921, uc001aij.3, CCDS35, NM_178545, RGD:2318502, TMEM52, OTTHUMG00000000944, ENSG00000178821, AJ278736, Q8NDY8]",EpiMed GENSYM,uc001aij.2,,GRCh37,1849320,1850704,5,"[1849028, 1849691, 1850331, 1850483, 1850620]","[1849601, 1849870, 1850373, 1850527, 1850740]",TRUE,ucsc
gi,chr7_77423044_77427747,chr7,77423044,77427747,-,TMEM60,Predicted,Paternal,TMEM60,7q11,TMEM60,9606,85025,transmembrane protein 60,7q11.23,7,active,protein-coding,"[DC32, HGNC:21754, MGI:2673965, RGD:1308939, OTTHUMG00000130689, Q9H2L4, ENSG00000135211, AF260336, CCDS5593, uc003ugn.4, TMEM60, C7orf35, NM_032936]",EpiMed GENSYM,uc003ugn.3,,GRCh37,77423288,77423690,2,"[77423044, 77427570]","[77423740, 77427747]",TRUE,ucsc
